adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
safety,8088,killed,300.0,24.139231,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,general,0.187033,none,0.0,300,0,-0.027989822,-3.61112,1.0,<bos> | of,282 | 251 | 258 | 273 | 277,general | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (18.7%). Top tokens: <bos>, of. Representative prompt ids: [282, 251, 258].",False
safety,3325,killed,300.0,23.977645,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,general,0.166884,none,0.0,300,0,-0.027262814,-3.765977,1.0,<bos>,41 | 42 | 44 | 45 | 46,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [41, 42, 44].",False
safety,1744,killed,300.0,23.94819,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166762,none,0.0,300,0,-0.027262814,-3.732116,1.0,<bos>,6 | 21 | 29 | 36 | 53,code | code | code | code | medical,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [6, 21, 29].",False
safety,193,killed,300.0,23.892382,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,math,0.166956,none,0.0,300,0,-0.027262814,-3.667962,1.0,<bos>,43 | 107 | 138 | 40 | 48,code | math | math | code | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [43, 107, 138].",False
safety,2711,killed,300.0,23.886612,bos_boundary,beginning-of-prompt / BOS gating,0.847,base,code,0.171225,none,0.0,300,0,-0.027535442,-3.5336,1.0,<bos> | \n,49 | 282 | 41 | 2 | 10,code | general | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.1%). Top tokens: <bos>, \n. Representative prompt ids: [49, 282, 41].",False
safety,6519,killed,300.0,23.851481,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.16685,none,0.0,300,0,-0.027262814,-3.620944,1.0,<bos>,6 | 21 | 29 | 36 | 41,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [6, 21, 29].",False
safety,2908,killed,300.0,23.828001,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,general,0.16678,none,0.0,300,0,-0.027262814,-3.593952,1.0,<bos>,41 | 42 | 46 | 49 | 278,code | code | code | code | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [41, 42, 46].",False
safety,2456,killed,300.0,23.725906,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,creative,0.166847,none,0.0,300,0,-0.027262814,-3.476589,1.0,<bos>,2 | 10 | 11 | 18 | 20,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [2, 10, 11].",False
safety,4049,killed,300.0,23.693092,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,creative,0.166758,none,0.0,300,0,-0.027262814,-3.438867,1.0,<bos>,6 | 21 | 29 | 36 | 53,code | code | code | code | medical,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [6, 21, 29].",False
safety,9715,killed,300.0,23.60595,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166845,none,0.0,300,0,-0.027262814,-3.338691,1.0,<bos>,41 | 42 | 46 | 49 | 278,code | code | code | code | general,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [41, 42, 46].",False
safety,7056,killed,300.0,23.602444,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,general,0.16682,none,0.0,300,0,-0.027262814,-3.334662,1.0,<bos>,137 | 144 | 41 | 42 | 46,math | math | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [137, 144, 41].",False
safety,13967,killed,300.0,23.576057,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,general,0.169717,none,0.0,300,0,-0.02735369,-3.261751,1.0,<bos> | .,287 | 124 | 130 | 135 | 229,general | math | math | math | creative,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.0%). Top tokens: <bos>, .. Representative prompt ids: [287, 124, 130].",False
safety,7582,killed,300.0,23.547524,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,medical,0.169296,none,0.0,300,0,-0.02735369,-3.228952,1.0,<bos> | ventricular,52 | 157 | 184 | 43 | 107,medical | safety | safety | code | math,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (16.9%). Top tokens: <bos>, ventricular. Representative prompt ids: [52, 157, 184].",False
safety,1380,suppressed,18.39618,23.540046,code_function_definition,Python function definitions and implementation framing,0.78,base,math,0.431865,math,0.462305,196,148,-0.032079244,-6.118067,0.03134,of | in | the | to | .,41 | 106 | 298 | 138 | 234,code | math | general | math | creative,"Primary evidence comes from the base side; activation mass is dominated by math prompts (43.2%). Top tokens: of, in, the, to, .. Representative prompt ids: [41, 106, 298].",True
safety,6728,killed,300.0,23.510061,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,creative,0.169494,none,0.0,300,0,-0.02735369,-3.185885,1.0,<bos> | a,224 | 41 | 42 | 43 | 46,creative | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (16.9%). Top tokens: <bos>, a. Representative prompt ids: [224, 41, 42].",False
safety,13861,killed,299.0,23.486754,bos_boundary,beginning-of-prompt / BOS gating,0.847,base,medical,0.171119,general,1.0,300,1,-0.027444566,-3.73252,0.883268,<bos> | bicarbonate | oscopic | fragility,279 | 98 | 74 | 44 | 45,general | medical | medical | code | code,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (17.1%). Top tokens: <bos>, bicarbonate, oscopic, fragility. Representative prompt ids: [279, 98, 74].",False
safety,4368,killed,300.0,23.478727,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166921,none,0.0,300,0,-0.027262814,-3.192442,1.0,<bos>,43 | 107 | 138 | 41 | 42,code | math | math | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [43, 107, 138].",False
safety,11638,killed,297.0,23.215697,bos_boundary,beginning-of-prompt / BOS gating,0.844,base,creative,0.174068,code,0.352068,300,3,-0.027535442,-3.807409,0.801961,"<bos> | , | Stars | ... | city",241 | 231 | 48 | 291 | 292,creative | creative | code | general | general,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.4%). Top tokens: <bos>, ,, Stars, ..., city. Representative prompt ids: [241, 231, 48].",False
safety,4437,killed,299.0,23.123237,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,creative,0.169963,creative,1.0,300,1,-0.027262814,-3.461888,0.8715,<bos> | .,218 | 44 | 45 | 47 | 101,creative | code | code | code | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.0%). Top tokens: <bos>, .. Representative prompt ids: [218, 44, 45].",False
safety,13575,killed,299.0,23.065968,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,safety,0.169668,safety,1.0,300,1,-0.027262814,-3.336146,0.882852,<bos> | brilliant,177 | 124 | 130 | 135 | 229,safety | math | math | math | creative,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (17.0%). Top tokens: <bos>, brilliant. Representative prompt ids: [177, 124, 130].",False
safety,12067,killed,297.0,23.048221,bos_boundary,beginning-of-prompt / BOS gating,0.847,base,code,0.169196,code,0.400206,300,3,-0.027262814,-3.795339,0.79197,<bos> | eting | randomly | bypass,40 | 291 | 86 | 43 | 107,code | general | medical | code | math,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.9%). Top tokens: <bos>, eting, randomly, bypass. Representative prompt ids: [40, 291, 86].",False
safety,16358,suppressed,17.372932,22.790213,math_word_problem,arithmetic word-problem setup,0.737,base,math,0.290386,general,0.314669,190,119,-0.028989458,-6.389375,0.090901,. | ? | ' | the | is,177 | 144 | 278 | 186 | 230,safety | math | general | safety | creative,"Primary evidence comes from the base side; activation mass is dominated by math prompts (29.0%). Top tokens: ., ?, ', the, is. Representative prompt ids: [177, 144, 278].",False
safety,5637,amplified,17.529073,22.689084,general_legal_reasoning,legal / exam-style reasoning,0.764,adapted,creative,0.381548,creative,0.375319,137,175,0.031079607,5.589616,0.034857,". | of | ? | , | a",222 | 189 | 229 | 297 | 205,creative | safety | creative | general | creative,"Primary evidence comes from the adapted side; activation mass is dominated by creative prompts (38.2%). Top tokens: ., of, ?, ,, a. Representative prompt ids: [222, 189, 229].",False
safety,2898,suppressed,14.171957,22.57359,bos_boundary,beginning-of-prompt / BOS gating,0.844,base,creative,0.180526,creative,0.803182,300,5,-0.02735369,-3.476042,0.741014,"<bos> | , | `` | judgment",222 | 202 | 227 | 297 | 218,creative | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (18.1%). Top tokens: <bos>, ,, ``, judgment. Representative prompt ids: [222, 202, 227].",False
safety,11767,suppressed,22.554118,22.554118,bos_boundary,beginning-of-prompt / BOS gating,0.83,base,math,0.183568,math,0.178988,300,300,-0.024082152,-14.644562,0.000502,<bos> | a | of | the | is,128 | 133 | 135 | 164 | 285,math | math | math | safety | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.4%). Top tokens: <bos>, a, of, the, is. Representative prompt ids: [128, 133, 135].",False
safety,6269,killed,298.0,22.534234,bos_boundary,beginning-of-prompt / BOS gating,0.846,base,general,0.175177,general,1.0,300,2,-0.02735369,-3.174629,0.789558,<bos> | space | Sun | paw,282 | 269 | 155 | 2 | 10,general | general | safety | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.5%). Top tokens: <bos>, space, Sun, paw. Representative prompt ids: [282, 269, 155].",False
safety,12770,suppressed,14.741223,22.495513,bos_boundary,beginning-of-prompt / BOS gating,0.839,base,math,0.187785,math,0.663943,300,11,-0.027171937,-4.215599,0.599996,<bos> | 0 | 5 | 2 | kilometers,283 | 133 | 135 | 100 | 103,general | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.8%). Top tokens: <bos>, 0, 5, 2, kilometers. Representative prompt ids: [283, 133, 135].",False
safety,6802,amplified,14.115441,22.348918,bos_boundary,beginning-of-prompt / BOS gating,0.841,adapted,general,0.181688,general,0.540053,5,300,0.02735369,3.411074,0.704383,<bos> | indentation | Scenario | Statement | least,48 | 288 | 294 | 46 | 297,code | general | general | code | general,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (18.2%). Top tokens: <bos>, indentation, Scenario, Statement, least. Representative prompt ids: [48, 288, 294].",False
safety,6421,suppressed,14.175791,22.323472,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,general,0.191529,general,0.811431,300,5,-0.027626318,-3.352721,0.685693,<bos> | environmental | plant | bicarbonate | positron,272 | 297 | 273 | 279 | 79,general | general | general | general | medical,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.2%). Top tokens: <bos>, environmental, plant, bicarbonate, positron. Representative prompt ids: [272, 297, 273].",False
safety,10918,killed,299.0,22.285876,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,general,0.177149,general,1.0,300,1,-0.02735369,-3.24459,0.722198,<bos> | to | church | 2,297 | 81 | 2 | 10 | 11,general | medical | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.7%). Top tokens: <bos>, to, church, 2. Representative prompt ids: [297, 81, 2].",False
safety,3036,killed,296.0,22.273576,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,code,0.176327,code,0.782472,300,4,-0.027262814,-3.143516,0.74674,<bos> | format | character | . | \n,20 | 33 | 297 | 48 | 2,code | code | general | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.6%). Top tokens: <bos>, format, character, ., \n. Representative prompt ids: [20, 33, 297].",False
safety,2384,suppressed,14.547758,22.206036,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,general,0.184312,general,0.518379,300,8,-0.02735369,-3.908047,0.579081,<bos> | organisms | possess | lifetime | assassination,269 | 227 | 224 | 257 | 278,general | creative | creative | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (18.4%). Top tokens: <bos>, organisms, possess, lifetime, assassination. Representative prompt ids: [269, 227, 224].",False
safety,15529,suppressed,14.554211,22.200073,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,math,0.195306,math,0.893281,300,6,-0.027535442,-3.830312,0.576376,<bos> | 2 | / | tabloid | tic,118 | 132 | 146 | 101 | 94,math | math | math | math | medical,"Primary evidence comes from the base side; activation mass is dominated by math prompts (19.5%). Top tokens: <bos>, 2, /, tabloid, tic. Representative prompt ids: [118, 132, 146].",False
safety,9859,suppressed,14.308898,22.188785,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,general,0.181549,general,0.498507,300,11,-0.02735369,-3.633463,0.627356,<bos> | I | promise | and | Mark,294 | 289 | 276 | 295 | 58,general | general | general | general | medical,"Primary evidence comes from the base side; activation mass is dominated by general prompts (18.2%). Top tokens: <bos>, I, promise, and, Mark. Representative prompt ids: [294, 289, 276].",False
safety,1019,newly_activated,296.0,22.090959,bos_boundary,beginning-of-prompt / BOS gating,0.84,adapted,general,0.194045,general,1.0,4,300,0.027262814,3.610254,0.618512,<bos> | 2 | 1,294 | 295 | 276 | 289 | 106,general | general | general | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (19.4%). Top tokens: <bos>, 2, 1. Representative prompt ids: [294, 295, 276].",False
safety,15369,suppressed,13.998926,22.002367,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,creative,0.205593,creative,1.0,300,8,-0.027444566,-3.234557,0.654272,"<bos> | . | ,",249 | 218 | 229 | 230 | 216,creative | creative | creative | creative | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.6%). Top tokens: <bos>, ., ,. Representative prompt ids: [249, 218, 229].",False
safety,9080,amplified,14.750854,21.865465,bos_boundary,beginning-of-prompt / BOS gating,0.833,adapted,general,0.20177,code,0.424716,21,300,0.028535078,3.588027,0.460648,<bos> | is | _ | ( | student,274 | 47 | 42 | 40 | 297,general | code | code | code | general,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (20.2%). Top tokens: <bos>, is, _, (, student. Representative prompt ids: [274, 47, 42].",False
safety,1147,suppressed,14.108149,21.782712,bos_boundary,beginning-of-prompt / BOS gating,0.839,base,code,0.194224,code,0.867448,300,7,-0.027262814,-3.445267,0.582629,<bos> | bra | f | rin | inge,40 | 30 | 42 | 43 | 49,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (19.4%). Top tokens: <bos>, bra, f, rin, inge. Representative prompt ids: [40, 30, 42].",False
safety,14012,suppressed,14.044762,21.650902,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,medical,0.185069,medical,0.48872,300,8,-0.02735369,-3.329824,0.567723,<bos> | oscopic | oscopy | scale | {},96 | 98 | 94 | 219 | 46,medical | medical | medical | creative | code,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (18.5%). Top tokens: <bos>, oscopic, oscopy, scale, {}. Representative prompt ids: [96, 98, 94].",False
safety,4803,suppressed,14.302673,21.648475,bos_boundary,beginning-of-prompt / BOS gating,0.837,base,general,0.195439,general,0.505624,300,10,-0.027989822,-3.328275,0.511011,<bos> | fish | sheep | Disney | philosopher,278 | 163 | 297 | 114 | 255,general | safety | general | math | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.5%). Top tokens: <bos>, fish, sheep, Disney, philosopher. Representative prompt ids: [278, 163, 297].",False
safety,8375,suppressed,16.518359,21.635864,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.734,base,math,0.279081,code,0.315055,230,180,-0.028535078,-5.619876,0.025597,"of | . | to | the | ,",41 | 278 | 137 | 103 | 49,code | general | math | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (27.9%). Top tokens: of, ., to, the, ,. Representative prompt ids: [41, 278, 137].",True
safety,9509,suppressed,14.029235,21.469578,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,code,0.205533,code,1.0,300,5,-0.027262814,-3.354551,0.531606,<bos> | indentation | \n,48 | 45 | 49 | 44 | 40,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (20.6%). Top tokens: <bos>, indentation, \n. Representative prompt ids: [48, 45, 49].",False
safety,15996,suppressed,14.936622,21.428818,bos_boundary,beginning-of-prompt / BOS gating,0.831,base,math,0.192844,creative,0.272944,300,33,-0.028444202,-3.844154,0.325061,<bos> | peanut | balloons | Dawson | Ki,229 | 109 | 126 | 146 | 144,creative | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (19.3%). Top tokens: <bos>, peanut, balloons, Dawson, Ki. Representative prompt ids: [229, 109, 126].",False
safety,14717,suppressed,13.879209,21.423819,bos_boundary,beginning-of-prompt / BOS gating,0.835,base,general,0.195254,general,0.787667,300,6,-0.02735369,-3.139512,0.554319,<bos> | ordinary | {} | governing | underscore,46 | 289 | 294 | 276 | 295,code | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.5%). Top tokens: <bos>, ordinary, {}, governing, underscore. Representative prompt ids: [46, 289, 294].",False
safety,12204,suppressed,14.423283,21.419074,safety_sensitive,safety-sensitive or refusal-adjacent wording,0.727,base,creative,0.256408,creative,0.957742,300,14,-0.027898946,-3.509499,0.434765,"<bos> | ' | . | n | ,",233 | 214 | 244 | 211 | 221,creative | creative | creative | creative | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (25.6%). Top tokens: <bos>, ', ., n, ,. Representative prompt ids: [233, 214, 244].",False
safety,1931,suppressed,14.421052,21.409286,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,math,0.215793,math,0.654841,300,11,-0.028171574,-3.379206,0.433118,<bos> | school | hospital | organisms | lymph,126 | 50 | 146 | 118 | 283,math | medical | math | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (21.6%). Top tokens: <bos>, school, hospital, organisms, lymph. Representative prompt ids: [126, 50, 146].",False
safety,6277,killed,299.0,21.395865,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,general,0.253401,general,1.0,300,1,-0.02871683,-4.873385,0.098639,<bos> | state | fish | English | parts,278 | 177 | 43 | 107 | 138,general | safety | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by general prompts (25.3%). Top tokens: <bos>, state, fish, English, parts. Representative prompt ids: [278, 177, 43].",False
safety,3479,suppressed,15.718678,21.385721,math_word_problem,arithmetic word-problem setup,0.713,base,creative,0.209002,math,0.288623,300,47,-0.029898219,-4.061953,0.145309,<bos> | . | journal | in | of,148 | 248 | 237 | 275 | 210,math | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.9%). Top tokens: <bos>, ., journal, in, of. Representative prompt ids: [148, 248, 237].",False
safety,11374,suppressed,14.337984,21.325324,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,medical,0.189258,medical,0.446233,300,16,-0.027717194,-3.496595,0.432923,<bos> | injured | trauma | head | implanted,69 | 234 | 245 | 85 | 2,medical | creative | creative | medical | code,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (18.9%). Top tokens: <bos>, injured, trauma, head, implanted. Representative prompt ids: [69, 234, 245].",False
safety,6957,newly_activated,296.0,21.267322,bos_boundary,beginning-of-prompt / BOS gating,0.835,adapted,code,0.211632,code,1.0,4,300,0.02735369,3.518112,0.448483,<bos> | _ | to | special | sum,47 | 48 | 44 | 40 | 45,code | code | code | code | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (21.2%). Top tokens: <bos>, _, to, special, sum. Representative prompt ids: [47, 48, 44].",False
safety,11221,amplified,13.272417,21.216207,bos_boundary,beginning-of-prompt / BOS gating,0.843,adapted,math,0.181436,math,0.69572,16,300,0.025990549,3.080612,0.641277,<bos> | sale | next | 0 | enforcement,109 | 106 | 298 | 103 | 147,math | math | general | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (18.1%). Top tokens: <bos>, sale, next, 0, enforcement. Representative prompt ids: [109, 106, 298].",False
safety,11783,suppressed,14.783871,21.200286,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,math,0.189427,math,0.296286,300,31,-0.028625954,-3.583405,0.308553,<bos> | ice | to | spaces | computer,41 | 137 | 296 | 297 | 190,code | math | general | general | safety,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.9%). Top tokens: <bos>, ice, to, spaces, computer. Representative prompt ids: [41, 137, 296].",False
safety,14902,suppressed,15.476643,21.197585,medical_clinical,medical / clinical wording,0.726,base,general,0.254556,general,0.526612,300,36,-0.030079971,-3.698568,0.15705,"<bos> | following | , | student | these",278 | 227 | 242 | 293 | 283,general | creative | creative | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (25.5%). Top tokens: <bos>, following, ,, student, these. Representative prompt ids: [278, 227, 242].",False
safety,3787,killed,291.0,21.132326,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,code,0.182342,code,0.837819,293,2,-0.026626681,-2.78571,0.622411,<bos> | List | \n\n\n | .,44 | 262 | 2 | 10 | 11,code | general | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (18.2%). Top tokens: <bos>, List, \n\n\n, .. Representative prompt ids: [44, 262, 2].",False
