adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
math,1744,killed,300.0,25.10397,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166762,none,0.0,300,0,-0.027262814,-3.732116,1.0,<bos>,6 | 21 | 29 | 36 | 53,code | code | code | code | medical,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [6, 21, 29].",False
math,8806,amplified,25.074259,25.074259,bos_boundary,beginning-of-prompt / BOS gating,0.833,adapted,general,0.220733,general,0.212596,300,300,0.033351509,11.073196,0.003853,"<bos> | of | , | ? | a",278 | 41 | 260 | 292 | 44,general | code | general | general | code,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (22.1%). Top tokens: <bos>, of, ,, ?, a. Representative prompt ids: [278, 41, 260].",False
math,461,killed,300.0,25.068938,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166809,none,0.0,300,0,-0.027262814,-3.699701,1.0,<bos>,2 | 10 | 11 | 18 | 20,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [2, 10, 11].",False
math,2711,killed,300.0,24.996572,bos_boundary,beginning-of-prompt / BOS gating,0.847,base,code,0.171225,none,0.0,300,0,-0.027535442,-3.5336,1.0,<bos> | \n,49 | 282 | 41 | 2 | 10,code | general | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.1%). Top tokens: <bos>, \n. Representative prompt ids: [49, 282, 41].",False
math,2908,killed,300.0,24.954653,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,general,0.16678,none,0.0,300,0,-0.027262814,-3.593952,1.0,<bos>,41 | 42 | 46 | 49 | 278,code | code | code | code | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [41, 42, 46].",False
math,11294,amplified,19.653038,24.931672,general_legal_reasoning,legal / exam-style reasoning,0.748,adapted,medical,0.325008,medical,0.381506,155,300,0.035986914,5.098581,0.05202,<bos> | function | of | python | mortality,65 | 66 | 297 | 75 | 283,medical | medical | general | medical | general,"Primary evidence comes from the adapted side; activation mass is dominated by medical prompts (32.5%). Top tokens: <bos>, function, of, python, mortality. Representative prompt ids: [65, 66, 297].",False
math,4681,suppressed,19.82184,24.879238,code_function_definition,Python function definitions and implementation framing,0.835,base,code,0.615506,code,0.726552,200,142,-0.031988368,-6.70882,0.010716,"the | of | a | in | ,",41 | 42 | 49 | 46 | 44,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (61.6%). Top tokens: the, of, a, in, ,. Representative prompt ids: [41, 42, 49].",True
math,11055,killed,299.0,24.767345,bos_boundary,beginning-of-prompt / BOS gating,0.846,base,math,0.176973,math,1.0,300,1,-0.027535442,-3.937597,0.87569,<bos> | space_boundary | /,132 | 135 | 100 | 139 | 43,math | math | math | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (17.7%). Top tokens: <bos>, space_boundary, /. Representative prompt ids: [132, 135, 100].",False
math,13967,killed,300.0,24.631348,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,general,0.169717,none,0.0,300,0,-0.02735369,-3.261751,1.0,<bos> | .,287 | 124 | 130 | 135 | 229,general | math | math | math | creative,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.0%). Top tokens: <bos>, .. Representative prompt ids: [287, 124, 130].",False
math,14727,killed,300.0,24.596689,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,code,0.169586,none,0.0,300,0,-0.02735369,-3.229681,1.0,<bos> | by,49 | 126 | 6 | 21 | 29,code | math | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.0%). Top tokens: <bos>, by. Representative prompt ids: [49, 126, 6].",False
math,13700,amplified,24.581365,24.581365,bos_boundary,beginning-of-prompt / BOS gating,0.844,adapted,general,0.196296,general,0.191968,300,300,0.040348964,8.07254,0.001142,<bos> | function | of | space_boundary | is,293 | 278 | 283 | 297 | 292,general | general | general | general | general,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (19.6%). Top tokens: <bos>, function, of, space_boundary, is. Representative prompt ids: [293, 278, 283].",False
math,6728,killed,300.0,24.549358,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,creative,0.169494,none,0.0,300,0,-0.02735369,-3.185885,1.0,<bos> | a,224 | 41 | 42 | 43 | 46,creative | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (16.9%). Top tokens: <bos>, a. Representative prompt ids: [224, 41, 42].",False
math,4952,killed,298.0,24.426618,bos_boundary,beginning-of-prompt / BOS gating,0.839,base,safety,0.177749,math,0.50099,300,2,-0.028171574,-3.629759,0.827516,<bos> | is | some | are | simple,185 | 175 | 181 | 282 | 101,safety | safety | safety | general | math,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (17.8%). Top tokens: <bos>, is, some, are, simple. Representative prompt ids: [185, 175, 181].",False
math,14385,killed,299.0,24.176844,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166837,math,1.0,300,1,-0.027171937,-3.193145,0.942324,<bos>,6 | 21 | 29 | 36 | 53,code | code | code | code | medical,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [6, 21, 29].",False
math,4437,killed,299.0,24.124199,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,creative,0.169963,creative,1.0,300,1,-0.027262814,-3.462402,0.8715,<bos> | .,218 | 44 | 45 | 47 | 101,creative | code | code | code | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.0%). Top tokens: <bos>, .. Representative prompt ids: [218, 44, 45].",False
math,15087,amplified,24.123123,24.123123,math_word_problem,arithmetic word-problem setup,0.912,adapted,math,0.872127,math,0.908951,300,300,0.034351145,9.829597,0.003056,<bos> | . | If | How | space_boundary,123 | 107 | 144 | 120 | 145,math | math | math | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (87.2%). Top tokens: <bos>, ., If, How, space_boundary. Representative prompt ids: [123, 107, 144].",False
math,10158,killed,299.0,24.075545,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,code,0.170076,code,1.0,300,1,-0.027262814,-3.407838,0.873425,"<bos> | ,",46 | 40 | 48 | 105 | 112,code | code | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.0%). Top tokens: <bos>, ,. Representative prompt ids: [46, 40, 48].",False
math,7582,killed,299.0,23.952465,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,medical,0.169296,medical,1.0,300,1,-0.027262814,-3.218991,0.88855,<bos> | ventricular,52 | 157 | 184 | 43 | 107,medical | safety | safety | code | math,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (16.9%). Top tokens: <bos>, ventricular. Representative prompt ids: [52, 157, 184].",False
math,4585,newly_activated,299.0,23.755738,bos_boundary,beginning-of-prompt / BOS gating,0.849,adapted,creative,0.169602,creative,1.0,1,300,0.027262814,3.067188,0.882451,<bos> | op,212 | 127 | 222 | 276 | 295,creative | math | creative | general | general,"Primary evidence comes from the adapted side; activation mass is dominated by creative prompts (17.0%). Top tokens: <bos>, op. Representative prompt ids: [212, 127, 222].",False
math,12325,killed,298.0,23.738251,bos_boundary,beginning-of-prompt / BOS gating,0.849,base,safety,0.170083,safety,0.534576,300,2,-0.027171937,-3.169772,0.865156,<bos> | a,186 | 43 | 107 | 138 | 6,safety | code | math | math | code,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (17.0%). Top tokens: <bos>, a. Representative prompt ids: [186, 43, 107].",False
math,3273,killed,298.0,23.625663,bos_boundary,beginning-of-prompt / BOS gating,0.848,base,math,0.17284,math,1.0,300,2,-0.027262814,-3.216237,0.828093,<bos> | had | big,119 | 141 | 43 | 107 | 138,math | math | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (17.3%). Top tokens: <bos>, had, big. Representative prompt ids: [119, 141, 43].",False
math,2898,killed,296.0,23.509505,bos_boundary,beginning-of-prompt / BOS gating,0.844,base,creative,0.180526,creative,0.759185,300,4,-0.027444566,-3.486003,0.738641,"<bos> | , | `` | judgment",222 | 202 | 227 | 297 | 218,creative | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (18.1%). Top tokens: <bos>, ,, ``, judgment. Representative prompt ids: [222, 202, 227].",False
math,6269,killed,298.0,23.407206,bos_boundary,beginning-of-prompt / BOS gating,0.846,base,general,0.175177,general,1.0,300,2,-0.02735369,-3.172402,0.789485,<bos> | space | Sun | paw,282 | 269 | 155 | 2 | 10,general | general | safety | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.5%). Top tokens: <bos>, space, Sun, paw. Representative prompt ids: [282, 269, 155].",False
math,12177,killed,299.0,23.280483,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,math,0.180427,math,1.0,300,1,-0.02780807,-3.384323,0.689728,"<bos> | Paul | has | , | in",136 | 148 | 47 | 232 | 298,math | math | code | creative | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.0%). Top tokens: <bos>, Paul, has, ,, in. Representative prompt ids: [136, 148, 47].",False
math,3036,killed,296.0,23.246611,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,code,0.176327,code,0.54288,300,4,-0.027262814,-3.146022,0.771492,<bos> | format | character | . | \n,20 | 33 | 297 | 48 | 2,code | code | general | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.6%). Top tokens: <bos>, format, character, ., \n. Representative prompt ids: [20, 33, 297].",False
math,2291,suppressed,23.071252,23.071252,general_legal_reasoning,legal / exam-style reasoning,0.712,base,math,0.208011,math,0.197252,300,300,-0.019810978,-14.143738,0.001514,"? | . | to | function | ,",297 | 287 | 298 | 148 | 49,general | general | general | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (20.8%). Top tokens: ?, ., to, function, ,. Representative prompt ids: [297, 287, 298].",False
math,244,killed,299.0,23.065867,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,creative,0.176499,creative,1.0,300,1,-0.02735369,-3.141081,0.732077,<bos> | as | disguised,216 | 48 | 43 | 107 | 138,creative | code | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.6%). Top tokens: <bos>, as, disguised. Representative prompt ids: [216, 48, 43].",False
math,11928,suppressed,15.072868,23.055302,bos_boundary,beginning-of-prompt / BOS gating,0.84,base,code,0.209951,code,0.916671,300,10,-0.027989822,-3.768633,0.55681,<bos> | _ | number | space_boundary | medicine,47 | 42 | 48 | 49 | 41,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (21.0%). Top tokens: <bos>, _, number, space_boundary, medicine. Representative prompt ids: [47, 42, 48].",False
math,6704,amplified,14.610956,23.021875,bos_boundary,beginning-of-prompt / BOS gating,0.834,adapted,code,0.190345,code,1.0,6,300,0.02780807,3.407318,0.636807,"<bos> | : | space_boundary | , | \n",43 | 49 | 46 | 42 | 289,code | code | code | code | general,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (19.0%). Top tokens: <bos>, :, space_boundary, ,, \n. Representative prompt ids: [43, 49, 46].",False
math,10918,killed,298.0,22.927934,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,general,0.177149,general,0.825199,300,2,-0.027171937,-3.220065,0.703725,<bos> | to | church | 2,297 | 81 | 2 | 10 | 11,general | medical | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.7%). Top tokens: <bos>, to, church, 2. Representative prompt ids: [297, 81, 2].",False
math,6421,suppressed,14.381008,22.832914,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,general,0.191529,general,0.848346,300,6,-0.027444566,-3.326732,0.644459,<bos> | environmental | plant | bicarbonate | positron,272 | 297 | 273 | 279 | 79,general | general | general | general | medical,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.2%). Top tokens: <bos>, environmental, plant, bicarbonate, positron. Representative prompt ids: [272, 297, 273].",False
math,12369,amplified,17.238237,22.776526,code_function_definition,Python function definitions and implementation framing,0.79,adapted,math,0.466559,math,0.326727,105,138,0.029534715,5.210463,0.100497,". | , | of | ? | )",46 | 120 | 42 | 143 | 148,code | math | code | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (46.7%). Top tokens: ., ,, of, ?, ). Representative prompt ids: [46, 120, 42].",True
math,2617,suppressed,17.144135,22.761219,general_legal_reasoning,legal / exam-style reasoning,0.706,base,medical,0.186931,math,0.254908,300,122,-0.031806616,-4.297227,0.115208,<bos> | function | lecture | of | takes,297 | 292 | 73 | 287 | 138,general | general | medical | general | math,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (18.7%). Top tokens: <bos>, function, lecture, of, takes. Representative prompt ids: [297, 292, 73].",False
math,9080,amplified,14.935956,22.60829,bos_boundary,beginning-of-prompt / BOS gating,0.835,adapted,general,0.192113,code,0.424716,21,300,0.02780807,3.708041,0.498916,<bos> | correct | ( | student | _,40 | 274 | 48 | 297 | 47,code | general | code | general | code,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (19.2%). Top tokens: <bos>, correct, (, student, _. Representative prompt ids: [40, 274, 48].",False
math,15404,suppressed,22.424521,22.424521,code_function_definition,Python function definitions and implementation framing,0.864,base,code,0.713541,code,0.727782,300,300,-0.028444202,-10.405899,0.001131,<bos> | . | to | a | the,41 | 42 | 43 | 49 | 46,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (71.4%). Top tokens: <bos>, ., to, a, the. Representative prompt ids: [41, 42, 43].",True
math,6565,amplified,19.100515,22.361384,generic_instruction,generic instructional framing,0.78,adapted,general,0.540637,general,0.592617,211,227,0.030170847,6.702307,0.011364,? | . | is | of | a,298 | 257 | 256 | 252 | 253,general | general | general | general | general,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (54.1%). Top tokens: ?, ., is, of, a. Representative prompt ids: [298, 257, 256].",False
math,7795,amplified,20.508674,22.325189,math_word_problem,arithmetic word-problem setup,0.794,adapted,math,0.479078,math,0.474199,228,237,0.02917121,8.36879,0.003083,the | of | a | in | .,138 | 41 | 297 | 101 | 120,math | code | general | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (47.9%). Top tokens: the, of, a, in, .. Representative prompt ids: [138, 41, 297].",False
math,9257,suppressed,17.238635,22.302262,math_word_problem,arithmetic word-problem setup,0.806,base,math,0.520892,math,0.57038,186,154,-0.028898582,-5.442156,0.011879,. | function | of | ? | 5,138 | 278 | 107 | 148 | 120,math | general | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (52.1%). Top tokens: ., function, of, ?, 5. Representative prompt ids: [138, 278, 107].",False
math,7216,suppressed,16.852032,22.208155,math_word_problem,arithmetic word-problem setup,0.768,base,math,0.392853,general,0.364914,128,101,-0.027717194,-5.514037,0.066487,. | ' | to | function | ?,275 | 299 | 293 | 291 | 125,general | general | general | general | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (39.3%). Top tokens: ., ', to, function, ?. Representative prompt ids: [275, 299, 293].",False
math,9509,suppressed,14.353434,22.19107,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,code,0.205533,code,1.0,300,5,-0.027262814,-3.367311,0.529777,<bos> | indentation | \n,48 | 45 | 49 | 44 | 40,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (20.6%). Top tokens: <bos>, indentation, \n. Representative prompt ids: [48, 45, 49].",False
math,14717,suppressed,14.139933,22.112918,bos_boundary,beginning-of-prompt / BOS gating,0.835,base,general,0.195254,general,0.787134,300,6,-0.02735369,-3.136712,0.555046,<bos> | ordinary | {} | governing | underscore,46 | 289 | 294 | 276 | 295,code | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.5%). Top tokens: <bos>, ordinary, {}, governing, underscore. Representative prompt ids: [46, 289, 294].",False
math,8215,amplified,17.184761,22.006605,math_word_problem,arithmetic word-problem setup,0.855,adapted,math,0.684969,math,0.70378,199,223,0.026081425,6.416748,0.004078,. | He | he | a | is,283 | 107 | 126 | 145 | 146,general | math | math | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (68.5%). Top tokens: ., He, he, a, is. Representative prompt ids: [283, 107, 126].",False
math,3787,killed,292.0,21.950349,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,code,0.182342,code,1.0,293,1,-0.026717557,-2.801022,0.639101,<bos> | List | \n\n\n | .,44 | 262 | 2 | 10 | 11,code | general | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (18.2%). Top tokens: <bos>, List, \n\n\n, .. Representative prompt ids: [44, 262, 2].",False
math,3806,suppressed,14.538606,21.924897,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,general,0.200247,general,0.469956,300,16,-0.027626318,-3.406465,0.445513,<bos> | a | of | apple | disguised,293 | 68 | 216 | 265 | 45,general | medical | creative | general | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (20.0%). Top tokens: <bos>, a, of, apple, disguised. Representative prompt ids: [293, 68, 216].",False
math,1753,amplified,14.992707,21.910671,medical_clinical,medical / clinical wording,0.717,adapted,math,0.222735,math,0.614874,20,300,0.027989822,3.69446,0.358078,"<bos> | . | , | Mike | indentation",145 | 147 | 205 | 278 | 105,math | math | creative | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (22.3%). Top tokens: <bos>, ., ,, Mike, indentation. Representative prompt ids: [145, 147, 205].",False
math,6746,suppressed,14.393848,21.865743,bos_boundary,beginning-of-prompt / BOS gating,0.837,base,creative,0.19197,creative,0.544381,300,8,-0.027535442,-3.305566,0.461495,<bos> | to | once | dating | later,218 | 278 | 213 | 293 | 229,creative | general | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (19.2%). Top tokens: <bos>, to, once, dating, later. Representative prompt ids: [218, 278, 213].",False
math,9815,suppressed,21.822554,21.822554,math_word_problem,arithmetic word-problem setup,0.801,base,math,0.502342,math,0.348559,300,300,-0.033805889,-7.899155,0.040197,<bos> | the | . | space_boundary | of,291 | 135 | 111 | 128 | 136,general | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (50.2%). Top tokens: <bos>, the, ., space_boundary, of. Representative prompt ids: [291, 135, 111].",False
math,1931,suppressed,14.636587,21.814282,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,math,0.215793,math,0.667327,300,13,-0.027989822,-3.364941,0.406568,<bos> | school | hospital | organisms | lymph,126 | 50 | 146 | 118 | 283,math | medical | math | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (21.6%). Top tokens: <bos>, school, hospital, organisms, lymph. Representative prompt ids: [126, 50, 146].",False
math,3479,suppressed,15.976331,21.729751,math_word_problem,arithmetic word-problem setup,0.713,base,creative,0.209002,creative,0.332299,300,55,-0.029625591,-4.009772,0.140661,<bos> | . | journal | in | of,148 | 248 | 237 | 275 | 210,math | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.9%). Top tokens: <bos>, ., journal, in, of. Representative prompt ids: [148, 248, 237].",False
math,10325,suppressed,15.254451,21.711676,bos_boundary,beginning-of-prompt / BOS gating,0.827,base,math,0.209085,math,0.53526,300,14,-0.028444202,-3.771419,0.272059,<bos> | ? | : | his | as,114 | 147 | 71 | 109 | 202,math | math | medical | math | creative,"Primary evidence comes from the base side; activation mass is dominated by math prompts (20.9%). Top tokens: <bos>, ?, :, his, as. Representative prompt ids: [114, 147, 71].",False
math,2881,suppressed,14.48112,21.66705,bos_boundary,beginning-of-prompt / BOS gating,0.829,base,math,0.186613,math,0.386709,300,11,-0.027898946,-3.254134,0.408106,<bos> | yellow | standardized | cow | invented,126 | 275 | 289 | 225 | 190,math | general | general | creative | safety,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.7%). Top tokens: <bos>, yellow, standardized, cow, invented. Representative prompt ids: [126, 275, 289].",False
math,12204,suppressed,14.487215,21.556461,safety_sensitive,safety-sensitive or refusal-adjacent wording,0.727,base,creative,0.256408,creative,0.962468,300,17,-0.027444566,-3.425006,0.386321,"<bos> | ' | . | n | ,",233 | 214 | 244 | 211 | 221,creative | creative | creative | creative | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (25.6%). Top tokens: <bos>, ', ., n, ,. Representative prompt ids: [233, 214, 244].",False
math,71,suppressed,14.286106,21.45752,bos_boundary,beginning-of-prompt / BOS gating,0.834,base,general,0.199383,general,0.632612,300,12,-0.02735369,-3.271966,0.405396,<bos> | intent | to | uncontrolled | specifically,292 | 295 | 214 | 266 | 271,general | general | creative | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.9%). Top tokens: <bos>, intent, to, uncontrolled, specifically. Representative prompt ids: [292, 295, 214].",False
math,8783,killed,296.0,21.319017,bos_boundary,beginning-of-prompt / BOS gating,0.828,base,general,0.211054,general,0.761108,300,4,-0.027262814,-3.54138,0.331846,<bos> | form | formed | formulate | standardized,298 | 270 | 1 | 275 | 44,general | general | code | general | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (21.1%). Top tokens: <bos>, form, formed, formulate, standardized. Representative prompt ids: [298, 270, 1].",False
math,7001,suppressed,14.595596,21.234483,bos_boundary,beginning-of-prompt / BOS gating,0.826,base,code,0.25788,code,0.912861,300,13,-0.027989822,-3.327012,0.305975,<bos> | \n | indentation | == | Example,49 | 48 | 40 | 45 | 44,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (25.8%). Top tokens: <bos>, \n, indentation, ==, Example. Representative prompt ids: [49, 48, 40].",False
math,7248,amplified,21.215303,21.215303,bos_boundary,beginning-of-prompt / BOS gating,0.839,adapted,math,0.305415,math,0.229299,300,300,0.034260269,7.172031,0.020385,<bos> | . | the | my | space_boundary,295 | 294 | 126 | 289 | 276,general | general | math | general | general,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (30.5%). Top tokens: <bos>, ., the, my, space_boundary. Representative prompt ids: [295, 294, 126].",False
math,15384,suppressed,14.374695,21.183005,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,code,0.214923,code,0.529287,300,18,-0.027626318,-3.254798,0.337605,<bos> | letters | c | in | .,41 | 46 | 23 | 115 | 230,code | code | code | math | creative,"Primary evidence comes from the base side; activation mass is dominated by code prompts (21.5%). Top tokens: <bos>, letters, c, in, .. Representative prompt ids: [41, 46, 23].",False
math,7398,suppressed,15.259973,21.081815,bos_boundary,beginning-of-prompt / BOS gating,0.823,base,math,0.243559,math,0.51513,300,29,-0.028625954,-3.710436,0.153435,"<bos> | . | 0 | , | sum",109 | 287 | 101 | 137 | 47,math | general | math | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (24.4%). Top tokens: <bos>, ., 0, ,, sum. Representative prompt ids: [109, 287, 101].",False
